Complaint ID,Date Received,Date Sent to Company,Product,Sub-product,Issue,Company,State,ZIP code,City,Company response to consumer,Timely response?,Consumer disputed?,Latitude,Longitude,Status
101507,2024-05-09,2024-06-02,Debt Collection,,Identity theft,Metro Loans,CA,13513,,In progress,Yes,,44.450288162918184,-95.75040995849633,Open
101508,2023-07-08,2023-09-05,mortgage,Rewards,Fees,Unknown,IL,79659,Los Angeles,Unknown,,No,45.56391038362558,-97.25268032193893,  
101509,2024-02-07,2024-04-01,credit reporting,Collections,Collection harassment,Acme Bank,CA,44825,Atlanta,Closed with explanation,,N,36.01850288737195,-95.35646609630123,Open
101510,2023-12-26,2024-02-17,CREDIT CARD,N/A,Fees,Northstar Finance,FL,12039,Charlotte,In progress,,N/A,45.233210630413375,-93.40724330716922,Unknown
101510,2024-04-10,2024-05-12,Credit Reporting,Collections,Identity theft,Acme Bank,PA,83028,N/A,Closed,N,N/A,45.59702223606867,-102.48197952975595,Open
101512,2024-03-19,2024-05-04,Unknown,Adjustable loan,Fees,Metro Loans,GA,37385,Los Angeles,Closed,No,No,34.50798849267962,-106.79078947376635,  
101513,2023-11-11,2024-01-07,CREDIT CARD,Interest rate,Collection harassment,Metro Loans,Unknown,98014,New York,In progress,FALSE,N,34.59089843072675,-88.02779739445134,In Progress
101514,2023-07-17,2023-07-29,Mortgage ,Rewards,Identity theft,N/A,NY,ABCDE, new york ,Closed,TRUE,TRUE,39.8171477643932,-98.13017269428016,Resolved
101515,2023-11-10,2023-11-07,CREDIT CARD,Interest rate,Fees,Metro Loans,N/A,14335,New York,Unknown,FALSE,FALSE,38.691542366202654,-88.8627206418503,Resolved
101516,2023-06-09,2023-06-24,debt collection,N/A,Collection harassment,Northstar Finance,IL,  ,miami,Closed,Y,Y,49.25191067094674,-81.88841251223556,In Progress
101517,2023-06-24,2023-07-30,MORTGAGE,Interest rate,Identity theft,Acme Bank,,64288,New York,,No,TRUE,44.41867729461555,-93.1438526590044,In Progress
101518,2023-11-01,2023-12-01,N/A,Rewards,Incorrect information,N/A,MI,25479,N/A,In progress,Unknown,,39.00703501375836,-94.76451520429929,Resolved
101519,2023-10-13,2023-10-13, ,,Other,FinServ Co,Unknown,40875,Charlotte,N/A,TRUE,,43.74254571095371,-66.34757019482936,  
101520,2023-10-18,2023-11-18,credit card,Adjustable loan,Incorrect information,Northstar Finance,CA,54170,N/A,Closed,,,25.17342845542316,-96.27979871720181,  
101521,2023-07-12,2023-07-18,CREDIT CARD,Adjustable loan,Fees,Northstar Finance,Unknown,23150,Houston,,Unknown,N/A,35.192823184577804,-109.25546807846348,In Progress
101522,2023-07-24,2023-08-20, ,,Billing disputes,United Credit,NY,74970,Miami,N/A,N,,41.51474705823222,-101.16225232171986,In Progress
101523,2023-01-06,2023-02-07,Credit  Card,Fixed loan,Other,Northstar Finance,N/A,34956,Atlanta,Unknown,Y,TRUE,47.30755851324715,-82.83315288254458,Open
101524,2023-10-28,2023-12-03,Credit card ,N/A,Fees,Northstar Finance,MI,94359,New York,,Unknown,N/A,40.89838534259056,-111.29167350280046,  
101525,2023-10-15,2023-11-05,Mortgage ,Fixed loan,Collection harassment,Metro Loans,OH,82150, ,,FALSE,N,49.707672999843595,-105.8745960415298,Closed
101526,2024-04-12,2024-05-03,bank Account,Collections,Fees,Unknown,PA,123,Philadelphia,Closed,FALSE,FALSE,45.575579006176845,-87.28573194031482,In Progress
101527,2023-09-10,2023-10-19,Mortgage ,N/A,Incorrect information,N/A,CA,20778,LOS ANGELES,Closed,Unknown,N/A,36.08169403150059,-101.06620642513033,Unknown
101528,2023-08-22,2023-10-04,MORTGAGE,Fixed loan,Incorrect information,FinServ Co,  ,123,LOS ANGELES,Closed,No,Yes,38.51978547832361,-99.45245786976494,  
101529,2023-02-03,2023-03-22,Debt Collection,Interest rate,Collection harassment,United Credit,,23132, ,N/A,Y,N/A,42.35895180367,-87.6162717986937,In Progress
101530,2023-04-09,2023-04-25,bank Account,N/A,Other,Metro Loans,Unknown,999999,New York,,Yes,,36.35955113000546,-105.5182117565396,In Progress
101531,2023-06-19,2023-07-11,MORTGAGE,Interest rate,Billing disputes,United Credit,,80312, new york ,Unknown,N,N/A,50.219031245416154,-113.0360245152206,Closed
101532,2023-07-08,2023-07-24,mortgage,Rewards,Other,Acme Bank,Unknown,  ,Philadelphia,N/A,N,,31.738917059953977,-112.23885970862536,Resolved
101533,2023-07-01,2023-07-30,debt collection,Collections,Collection harassment,United Credit,N/A,73662,miami,In progress,N,No,41.712745152970705,-92.53219556590378,Open
101534,2023-07-17,2023-07-20,credit card,N/A,Billing disputes,Northstar Finance,PA,14300,Miami,Unknown,No,Y,44.6481276952354,-95.75867906169205,Unknown
101535,2024-01-20,2024-02-11,Debt  collection,Rewards,Billing disputes,Metro Loans,MI,33904,Philadelphia,In progress,,Yes,37.30587107377228,-105.27566513279329,Unknown
101536,2023-03-07,2023-03-14,credit reporting,,Collection harassment,Northstar Finance,FL,999999,Chicago,,N,TRUE,35.72840467145526,-109.93791620807133,Closed
101537,2023-06-16,2023-07-15,debt collection,,Other,Unknown,  ,84552,Miami,N/A,N,N,38.96743092485001,-101.05573125148867,Closed
101538,2023-03-23,2023-05-12,,N/A,Incorrect information,Unknown,NC,79922,LOS ANGELES,N/A,,N,45.18398958949622,-87.18482713749528,Resolved
101539,2023-06-03,2023-08-01,student loan,Adjustable loan,Fees,FinServ Co,OH,57937,Atlanta,Unknown,N,FALSE,36.001064017305026,-106.70817953829255,Resolved
101540,2023-12-09,2024-01-02,CREDIT CARD,Interest rate,Other,Acme Bank,NC,13245,N/A,Unknown,Unknown,,32.01755169163496,-104.97684021952561,Resolved
101541,2023-01-24,2023-01-22,Credit  Card,Fixed loan,Identity theft,Acme Bank,FL,36404,Los Angeles,In progress,No,Yes,47.554093438951185,-110.25521567346378,Open
101542,2023-06-19,2023-06-28,CREDIT CARD,Rewards,Identity theft,FinServ Co,NC,80522,Charlotte,In progress,,N/A,42.295075310549116,-102.0241288910217,  
101543,2023-01-12,2023-01-13,Credit Reporting,,Other,Unknown,OH,17308,Atlanta,In progress,Unknown,Y,46.55500201342662,-94.9692100928342,Open
101544,2024-04-22,2024-06-05,CREDIT reporting,Collections,Identity theft,N/A,IL,00000,Unknown,,,,44.81532211887208,-77.1983084295691,In Progress
101545,2023-12-30,2024-02-27,bank Account,Fixed loan,Incorrect information,Unknown,Unknown,73352,Columbus,Closed with explanation,Unknown,TRUE,54.75922515797376,-96.17218487180062,  
101546,2023-05-02,2023-06-02,Bank account,Fixed loan,Incorrect information,Metro Loans,NY,123,Los Angeles,Unknown,FALSE,N,47.30480424924582,-98.88678105237018,Unknown
101547,2023-04-10,2023-04-16,BANK ACCOUNT,Collections,Fees,,,29550,LOS ANGELES,,TRUE,No,34.431443066876255,-89.72063394014867,Resolved
101548,2023-02-19,2023-02-15,Bank account,Fixed loan,Identity theft,Unknown,TX,32025,Houston,Closed with explanation,,No,42.79187577062108,-91.38784448169756,Open
101549,2023-08-25,2023-10-22,bank Account,,Collection harassment,Metro Loans,FL,27864,Unknown,N/A,Unknown,FALSE,35.59757895269518,-104.12660814366683,  
101549,2024-01-12,2024-01-27,CREDIT reporting,N/A,Collection harassment,Acme Bank,TX,45423,Columbus,N/A,TRUE,Y,36.321116853135166,-75.32939926569922,Open
101551,2023-10-20,2023-10-22,student loan,N/A,Identity theft,N/A,CA,57155,miami,In progress,FALSE,No,29.61249719569291,-98.59383352293952,Closed
101551,2024-03-16,2024-03-22,Credit card ,Collections,Incorrect information,Unknown,CA,123, new york ,Closed with explanation,Yes,Yes,37.49720772693423,-95.98624679644205,Open
101553,2023-06-21,2023-07-02,debt collection,,Billing disputes,United Credit,  ,61065,Atlanta,Unknown,Unknown,,43.3152400197429,-92.83651412713867,Unknown
101554,2023-05-20,2023-06-26,CREDIT reporting,Adjustable loan,Identity theft,Acme Bank,N/A,31499,Detroit,N/A,,N,39.037848064063816,-94.89127632387046,In Progress
101554,2023-08-28,2023-10-19,debt collection,Rewards,Other,Acme Bank,NC,ABCDE,Houston,Unknown,No,Y,31.804421177259158,-83.0960233112541,Resolved
101556,2023-04-12,2023-04-24,Credit  Card,Adjustable loan,Fees,Unknown,NY,123,Los Angeles,Closed with explanation,Y,Y,28.838864672721797,-104.2490873912997,  
101557,2024-05-02,2024-06-10,Credit Reporting,N/A,N/A,Metro Loans,N/A,95916,miami,,No,TRUE,54.28292154836397,-90.51617751147295,Unknown
101558,2023-04-03,2023-04-02,Bank account,Rewards,Other,Metro Loans,NC,38748,N/A,N/A,Y,N,41.776125271290496,-96.7043155461502,Unknown
101559,2023-08-28,2023-08-23,bank Account,Fixed loan,Collection harassment,FinServ Co,GA,88416,,In progress,Unknown,TRUE,33.731515812800794,-88.52276804890477,Open
101560,2023-09-19,2023-09-17,debt collection,Interest rate,Collection harassment,Acme Bank,Unknown,25753,Miami,In progress,N,Y,42.73248421792013,-100.49985449968277,In Progress
101561,2023-01-29,2023-03-25,CREDIT CARD,Fixed loan,Collection harassment,Northstar Finance,PA,17642,Philadelphia,,N,Y,54.824302544642606,-101.8541535615312,In Progress
101561,2023-08-23,2023-09-24,debt collection,Interest rate,Incorrect information,Unknown,PA,  ,Philadelphia,N/A,,,43.84323651752126,-91.02926512573987,  
101563,2023-08-16,2023-10-02,Debt Collection,,,Metro Loans,,  ,LOS ANGELES,N/A,Y,N,19.990524916800272,-94.7700674291002,In Progress
101564,2023-05-10,2023-05-06,credit reporting,,Identity theft,Acme Bank,GA,999999,Detroit,N/A,Unknown,N/A,58.066041815908605,-106.55294302325268,Closed
101565,2023-03-05,2023-03-01,Mortgage ,,Unknown,N/A,,25862,miami,Closed,,,26.555274637967358,-84.89387713585741,  
101566,2023-01-23,2023-03-14,CREDIT CARD,Collections,Identity theft,Acme Bank,MI,80549,N/A,Closed,Y,FALSE,38.05791638236217,-91.0249062489154,In Progress
101567,2023-01-05,2023-01-06,Debt Collection,Interest rate,Other,Unknown,  ,72721,Columbus,Unknown,FALSE,TRUE,31.566169899770046,-99.09204190496052,  
101568,2023-08-29,2023-09-03,CREDIT reporting,Fixed loan,Other,Unknown,IL,123, new york ,Closed,N,,34.319985230187505,-103.03231111731115,In Progress
101568,2023-02-14,2023-03-14,Debt  collection,Rewards,Billing disputes,Unknown,CA,40276,Charlotte,Closed with explanation,Y,Yes,41.49086779487846,-94.70869103126414,In Progress
101570,2024-04-24,2024-05-28,debt collection,Adjustable loan,Collection harassment,Metro Loans,OH,95286,N/A,In progress,Unknown,N,999.0,-91.74514775973216,Open
101571,2023-05-03,2023-05-12,BANK ACCOUNT,Fixed loan,Other,Northstar Finance,MI,74316,Philadelphia,Closed with explanation,N,FALSE,38.868280901572874,-114.29075073970829,Open
101572,2023-11-23,2023-12-16,BANK ACCOUNT,Collections,Fees, ,  ,31502,Chicago,N/A,Yes,Yes,47.53139695918953,-94.59319077477167,Open
101573,2023-12-03,2024-01-10,Mortgage ,Rewards,Incorrect information,Metro Loans,FL,92066,Columbus,N/A,N,No,33.597317727887145,-91.82445297586465,Closed
101574,2023-09-05,2023-09-28,CREDIT reporting,,Other,N/A,,46613,Detroit,,TRUE,Yes,29.76800458040491,-121.87448599967772,In Progress
101575,2024-03-17,2024-04-05,Bank account,Fixed loan,Fees,Acme Bank,  ,17172,N/A,N/A,No,N,38.5248642849098,-96.3881034125471,Open
101576,2023-02-25,2023-02-24,Credit card ,N/A,Billing disputes,N/A,  ,83216,,In progress,FALSE,TRUE,37.13160956964037,-91.4039086560442,Open
101577,2023-04-28,2023-05-22,debt collection,Fixed loan,Identity theft,N/A,  ,88184,New York,N/A,No,N,35.33340630765872,-92.54121685735454,Unknown
101578,2023-05-07,2023-06-23,credit reporting,Fixed loan,Collection harassment,United Credit,Unknown,49859,Charlotte,N/A,Yes,Yes,31.181577467176705,-90.32551645219175,Unknown
101579,2023-03-09,2023-04-13,debt collection,Collections,Incorrect information, ,MI,73352,Houston,Unknown,TRUE,N,43.134292068302855,-101.62566592018248,Closed
101580,2023-05-28,2023-07-20,bank Account,,Identity theft,Acme Bank,PA,31116,Philadelphia,,No,N/A,43.66684458009211,-108.74906434675455,Unknown
101580,2023-06-06,2023-06-09,Bank account,Interest rate,Collection harassment,Unknown,OH,86531,N/A,Closed with explanation,,Yes,32.04047285880459,-116.34744331765395,Open
101582,2024-01-18,2024-01-13,student loan,Fixed loan,Billing disputes,FinServ Co,,43167,N/A,Unknown,Yes,,33.00922448777368,-87.42776759431942,Open
101583,2023-05-31,2023-06-30,Credit Reporting,Rewards,Identity theft,Metro Loans,FL,34057,Unknown,Unknown,N,Y,40.45544395804008,-91.31934506205656,In Progress
101584,2024-03-14,2024-03-20,CREDIT CARD,Fixed loan,Incorrect information,Acme Bank,NC,55064,Houston,Closed,Yes,Yes,32.74519839338633,-86.66511069171531,Closed
101585,2024-01-22,2024-02-24,,,Billing disputes, ,NC,34050,LOS ANGELES,In progress,N,Yes,40.75063387887752,-105.60141358844143,Open
101585,2024-03-26,2024-05-18,bank Account,N/A,Incorrect information,Metro Loans,MI,65857,Columbus,In progress,Unknown,Yes,49.77632570031244,-90.31163577374636,Unknown
101586,2023-02-22,2023-03-10,CREDIT CARD,Interest rate,Other,Metro Loans,PA,ABCDE,Columbus,In progress,FALSE,N,39.0812412314018,-113.37680951956798,Unknown
101588,2024-05-07,2024-06-06,BANK ACCOUNT,Adjustable loan,Other,Northstar Finance,,46504,,,TRUE,N,31.00468542792531,-107.04493558709811,Closed
101589,2023-11-03,2023-12-12,CREDIT CARD,Fixed loan,Other,N/A,CA,80509,Unknown,Closed,No,TRUE,42.24472448125224,-97.09022783492163,Closed
101590,2024-05-06,2024-05-10,Debt Collection,Adjustable loan,Identity theft,Northstar Finance,,48816,Unknown,In progress,Y,Yes,38.25641689336269,-91.71792370173578,  
101591,2023-06-27,2023-08-19,MORTGAGE,Interest rate,Billing disputes,Metro Loans,  ,97317,miami,N/A,N,FALSE,38.448900737560805,-81.55987552102975,Unknown
101592,2024-04-21,2024-04-29,CREDIT CARD,Adjustable loan,Collection harassment,N/A,N/A,33754,N/A,Closed,TRUE,FALSE,42.82726011015152,-100.75064065398405,Closed
101593,2023-10-22,2023-12-08,Student  loan,Adjustable loan,Incorrect information,N/A,N/A,73425,LOS ANGELES,Unknown,No,Yes,44.33726181944828,-107.00749721789063,  
101593,2023-02-05,2023-03-14,mortgage,Fixed loan,Collection harassment,Unknown,IL,ABCDE,,N/A,Unknown,FALSE,39.74851515831313,-107.52148877831428,Open
101595,2023-07-25,2023-07-29,mortgage,N/A,Billing disputes,FinServ Co,NY,94916,Charlotte,Closed,FALSE,Yes,39.075237783035014,-105.22845945024292,Resolved
101595,2023-03-10,2023-04-21,Credit Reporting,Fixed loan,Collection harassment, ,MI,29750,New York,Closed,Y,N,53.944790433313734,-76.1397320352488,Unknown
101597,2024-04-15,2024-04-22,Credit Reporting,Adjustable loan,Fees,Unknown,CA,27707,,Closed with explanation,Yes,FALSE,47.903877992351084,-90.78126418865541,In Progress
101598,2023-06-02,2023-07-05,credit card,Collections,Other,FinServ Co,FL,88076,Unknown,N/A,TRUE,,45.334822826456175,-87.2246814963754,Resolved
101599,2023-04-22,2023-06-18,Mortgage ,,Billing disputes,Northstar Finance,MI,91097,Miami,Unknown,N,TRUE,40.41844162116138,-100.73985587179894,  
101600,2023-10-04,2023-11-29,student loan,Fixed loan,Incorrect information,United Credit,NC,77262,Columbus,,FALSE,N,32.45979734873518,-98.36648682398746,Resolved
101601,2023-08-01,2023-09-21,N/A,Fixed loan,Other,Metro Loans,NC,123,Detroit,N/A,TRUE,,47.39170470153796,-91.35735494041477,  
101602,2023-02-18,2023-03-17,CREDIT reporting,Interest rate,Incorrect information,Metro Loans,,00000,Unknown,,FALSE,No,40.51005902702615,-103.40798755780939,Unknown
101603,2024-02-13,2024-03-15,bank Account,N/A,Fees,N/A,TX,69990, new york ,,,No,35.459816903238064,-400.0,Open
101604,2024-02-27,2024-03-12,credit card,N/A,Billing disputes,Acme Bank,  ,  ,Columbus,N/A,TRUE,N,37.79801682488614,-105.0970431626384,Unknown
101605,2024-01-07,2024-03-01,Credit Reporting,Interest rate,Collection harassment,N/A,NC,  ,,In progress,FALSE,Yes,32.736722036332964,-102.82492699757114,Unknown
101606,2023-11-05,2023-12-01,Credit  Card,Adjustable loan,Identity theft,Unknown,PA,10629,,,Y,Yes,46.901303300901034,-97.86021387496676,Unknown
101607,2023-07-21,2023-09-04,Unknown,Interest rate,Fees,Unknown,OH,16619,N/A,N/A,Unknown,Y,44.2812595818525,-106.56710126163959,In Progress
101608,2023-09-29,2023-10-17,BANK ACCOUNT,N/A,Other,United Credit,GA,41003,Detroit,Unknown,N,No,40.77142723069846,-95.49021020870613,Resolved
101609,2023-09-18,2023-10-31,Bank account,Rewards,Fees,United Credit,GA,71353,Los Angeles,Closed,FALSE,FALSE,39.20050098462311,-95.50418254448883,In Progress
101610,2023-03-24,2023-04-02,Credit card ,Interest rate,Incorrect information,Metro Loans,IL,49626,,,Unknown,TRUE,34.7353178592511,-100.14248642856182,Unknown
101611,2023-02-10,2023-03-24,Credit  Card,Adjustable loan,Identity theft,Metro Loans,FL,00000,Los Angeles,In progress,Y,N,24.589491493690357,-106.62459855563421,In Progress
101612,2023-05-07,2023-05-04,Bank account,Fixed loan,Incorrect information,Northstar Finance,TX,52281,Chicago,,Yes,N,29.609511723379534,-97.30036951048137,Closed
101613,2023-08-16,2023-08-17,mortgage,Interest rate,Other,Metro Loans,IL,32649,Miami,In progress,No,Yes,34.30148262336497,-103.3990456295179,  
101614,2023-03-22,2023-04-08,BANK ACCOUNT,Fixed loan,Identity theft,Unknown,FL,77385,Houston,,No,N,33.24923532590303,-97.88405832893964,Open
101615,2023-02-23,2023-03-21,debt collection,,Fees,Unknown,GA,75109,LOS ANGELES,Unknown,Yes,Yes,41.525524372312454,-87.36872532596564,In Progress
101616,2024-03-01,2024-04-11,Bank account,,Incorrect information,Unknown,N/A,96651,Atlanta,Closed,TRUE,Y,45.18045619381325,-110.87940117104033,Closed
101617,2023-07-07,2023-07-25,N/A,Rewards,Identity theft,N/A,CA,84310,Chicago,Closed with explanation,Y,FALSE,38.600925467692754,-76.61513663106624,In Progress
101618,2023-10-20,2023-10-16,MORTGAGE,Rewards,Collection harassment,FinServ Co,IL,44199,New York,Closed with explanation,Yes,N/A,49.36241854585005,-99.07523591787741,In Progress
101618,2023-09-20,2023-10-06,MORTGAGE,Rewards,Incorrect information,Northstar Finance,NY,73426,Chicago,In progress,No,Y,34.019715962893585,-94.23160726094079,Open
101620,2024-01-03,2024-01-26,student loan,N/A,Identity theft,Acme Bank,Unknown,41553,LOS ANGELES,Closed with explanation,Y,Y,38.55124011276205,-105.87750090241835,Unknown
101621,2024-01-05,2024-02-04,Debt  collection,Collections,Fees,Acme Bank,MI,  ,,N/A,Y,FALSE,39.14308974505683,-86.92788450458352,In Progress
101622,2023-05-29,2023-07-04,Bank account,Fixed loan,Collection harassment,Unknown,FL,64945, ,N/A,Unknown,N/A,47.14530430184093,-99.60626469450669,In Progress
101623,2024-02-28,2024-03-10,bank Account,,Other,N/A,PA,85116,Los Angeles,Unknown,FALSE,Y,40.24120957457525,-102.29118309799173,Open
101624,2023-07-05,2023-08-08,Credit  Card,Collections,Fees,Northstar Finance,,35312,Charlotte,,FALSE,,40.4349824019069,-104.10515021275573,Unknown
101625,2024-02-22,2024-03-29,credit reporting,Interest rate,Fees,Unknown,Unknown,ABCDE,miami,Unknown,FALSE,Y,27.91609819494455,-101.03492025789194,Unknown
101626,2023-07-22,2023-09-05,bank Account,Fixed loan,Collection harassment,United Credit,NC,22721,Los Angeles,,,FALSE,33.20065303552472,-94.16652677047091,In Progress
101627,2023-02-25,2023-03-25,student loan,Collections,Identity theft,N/A,FL,57822,miami,N/A,Y,No,47.17166591588308,-96.62189309369424,In Progress
101628,2024-01-16,2024-03-03,Unknown,Rewards,Identity theft,Northstar Finance,MI,96537,Houston,,Yes,Y,24.972604154819713,-98.74859733110272,In Progress
101629,2023-01-16,2023-01-25,credit reporting,Collections,Incorrect information,Acme Bank,MI,66433,Miami,Unknown,TRUE,N/A,48.900948567014396,-105.4642141794982,Unknown
101630,2024-01-22,2024-03-03,Unknown,Fixed loan,Fees,Northstar Finance,MI,82856,Detroit,Unknown,Yes,N,42.99765142267962,-106.04173473924975,Closed
101631,2023-01-22,2023-01-19,Student Loan,Rewards,Fees,Northstar Finance,NY,123,,In progress,No,Yes,34.267350701453715,-102.9587428257973,  
101632,2023-04-14,2023-04-15,Debt Collection,Interest rate,Billing disputes,Metro Loans,MI,96264,Miami,N/A,,,33.67565716514899,-93.74724287839285,Unknown
101633,2023-10-29,2023-12-19,Student Loan,Fixed loan,Collection harassment,Acme Bank,NY,00000,Houston,,TRUE,No,52.77168709893815,-91.72740124229597,  
101634,2024-04-15,2024-05-10,MORTGAGE,Adjustable loan,Incorrect information,Northstar Finance,N/A,29604,Chicago,In progress,FALSE,Yes,49.37984064535595,-90.37955803101981,Unknown
101634,2023-07-24,2023-08-28,student loan,Adjustable loan,Other,Metro Loans,N/A,87594,miami,N/A,TRUE,,38.663914599195515,-98.36466893538808,Unknown
101636,2023-03-02,2023-04-05,Credit card ,Collections,Collection harassment,United Credit,GA,11602,Chicago,N/A,TRUE,Y,40.442142106166656,-94.51438059082174,Open
101637,2023-04-27,2023-06-06,credit reporting,Adjustable loan,Other,N/A,MI,63332,New York,Closed,Y,No,34.976730473628095,-100.03450704882911,Closed
101638,2024-03-24,2024-04-03,mortgage,Fixed loan,Fees,N/A,NY,49353,Chicago,Closed with explanation,No,N/A,40.44348784478274,-115.77297990928368,Open
101638,2023-12-30,2024-01-05,BANK ACCOUNT,,Fees,FinServ Co,N/A,37118,Los Angeles,Unknown,Y,Y,34.78267418001493,-100.50926789539398,Resolved
101640,2023-02-20,2023-02-17,credit card,Rewards,Identity theft,Unknown,FL,94023,Detroit,Unknown,,FALSE,38.95019883078074,-102.10326625357752,In Progress
101641,2023-07-12,2023-09-01,CREDIT CARD,Adjustable loan,Incorrect information,Northstar Finance,FL,69608,N/A,N/A,Unknown,Y,52.172305658353196,-108.7404520442905,Open
101642,2023-05-13,2023-05-22,CREDIT reporting,Rewards,Other,N/A,MI,22449,Houston,N/A,Yes,TRUE,38.830701674147015,-104.02394175752804,Resolved
101643,2023-03-30,2023-05-01,Student  loan,N/A,Incorrect information,N/A,Unknown,22533,LOS ANGELES,Closed with explanation,TRUE,FALSE,32.16384683108461,-96.99908585709022,Open
101644,2024-02-28,2024-03-23,mortgage,Interest rate,Billing disputes,N/A,OH,20546,Philadelphia,Closed,N,,29.93539566410518,-109.68246785685075,In Progress
101644,2023-11-05,2023-11-10,CREDIT CARD,,Identity theft,Unknown,GA,123,Los Angeles,Unknown,TRUE,N,40.38982430155136,-105.45785471415809,In Progress
101646,2023-03-31,2023-04-21,Student  loan,Interest rate,Fees,Northstar Finance,GA,00000,LOS ANGELES,N/A,No,TRUE,34.17373391855047,-82.87097984447281,Unknown
101647,2023-11-22,2023-11-22,CREDIT reporting,Adjustable loan,Fees,United Credit,IL,33777,N/A,Closed,Yes,,41.22622199387776,-114.37706325880305,  
101648,2023-07-26,2023-08-01,Credit  Card,Collections,Other,Unknown,NC,78850,Charlotte,N/A,No,,28.163478348100178,-100.18182159607105,Resolved
101648,2023-01-31,2023-02-04,BANK ACCOUNT,,Other,FinServ Co,Unknown,  ,Charlotte,Closed with explanation,No,FALSE,44.33175094203118,-110.01309365764084,  
101650,2023-08-13,2023-09-30,Mortgage ,Interest rate,Fees,Unknown,PA,80732,Detroit,Unknown,Yes,N,32.078845897448964,-105.8663679782611,Closed
101651,2023-04-03,2023-05-04,Student Loan,Interest rate,N/A,Metro Loans,,54644,Houston,Closed with explanation,Y,TRUE,39.824080814941375,-100.32737229618114,Closed
101652,2023-05-03,2023-06-27,debt collection,N/A,Collection harassment,Northstar Finance,,72583,Unknown,,FALSE,N/A,37.1318774779202,-108.22576122628769,  
101653,2024-03-15,2024-04-07,CREDIT CARD,Adjustable loan,Billing disputes,Northstar Finance,  ,ABCDE, ,Closed,Unknown,No,51.52872273595209,-92.61069384633572,  
101654,2023-12-22,2023-12-30,MORTGAGE,Interest rate,Fees,Acme Bank,,14796,Unknown,Closed,FALSE,FALSE,40.700424214006695,-84.83849380227586,Open
101655,2023-03-09,2023-04-12,N/A,,Incorrect information,Metro Loans,N/A,123,New York,,No,,53.11830363680216,-89.93321863897268,Closed
101656,2024-03-01,2024-04-25,Student  loan,Rewards,Collection harassment,N/A,,75095,Columbus,Unknown,Y,N,43.425196800436936,-88.10386882279131,Closed
101657,2023-10-15,2023-11-13,credit card,N/A,Collection harassment,Metro Loans,Unknown,123,Unknown,In progress,Y,,49.47784145618735,-112.14735679028814,Open
101658,2024-03-13,2024-03-09,CREDIT reporting,N/A,Fees,United Credit,,50376,Miami,Closed,No,N,38.03841255503956,-100.78071021819133,Resolved
101659,2024-01-09,2024-01-23,BANK ACCOUNT,,Fees,Unknown,  ,49468,Atlanta,Closed with explanation,Unknown,,41.91852134643226,-93.67578932646568,Open
101659,2023-06-19,2023-08-13,Credit Reporting,Adjustable loan,Collection harassment,N/A,N/A,123,Unknown,In progress,FALSE,FALSE,48.03050512313269,-89.63809085885462,Unknown
101661,2023-09-25,2023-10-23,credit reporting,Rewards,Fees,FinServ Co,Unknown,30728,N/A,N/A,N,Yes,45.83471964008834,-80.81647007390174,Resolved
101662,2023-09-23,2023-11-18,CREDIT CARD,Adjustable loan,Identity theft,United Credit,NC,36561, new york ,In progress,N,,43.216952947291986,-87.65960408371055,  
101663,2023-12-26,2024-01-23,Credit card ,Adjustable loan,Identity theft,Northstar Finance,MI,10523,LOS ANGELES,,Y,FALSE,37.204456170485905,-89.38511376326116,In Progress
101664,2023-05-05,2023-04-30,Student Loan,N/A,Collection harassment,Metro Loans,Unknown,55102,Detroit,Unknown,N,No,38.388564543352956,-72.01404419460638,Unknown
101665,2023-06-16,2023-08-06,Credit  Card,Collections,Fees,Metro Loans,PA,52887,Miami,Closed,FALSE,FALSE,47.4636336612235,-97.38690918392703,Closed
101666,2023-05-03,2023-06-16,CREDIT CARD,N/A,Identity theft,Metro Loans,CA,39668,Unknown,,Unknown,TRUE,48.92137874112498,-101.24058438241569,Resolved
101667,2023-05-29,2023-07-09,Debt Collection,,Other,Unknown,N/A,25878,New York,In progress,N,N/A,35.34996089504229,-96.5764209633955,Open
101668,2023-03-22,2023-05-19,credit reporting,,Other,Acme Bank,NC,97276,New York,Closed with explanation,No,Y,34.29368717951521,-107.50052755686801,  
101669,2023-01-19,2023-01-26,Student  loan,Rewards,Fees,Metro Loans,PA,71064,Detroit,,Unknown,Y,33.17106348210848,-97.67366214232193,Resolved
101670,2024-04-15,2024-06-07,,Rewards,Identity theft,Metro Loans,,52726,,Unknown,Y,Yes,45.30790431011109,-115.61852193777482,Closed
101671,2023-02-07,2023-02-17,Credit  Card,Rewards,Other,Northstar Finance,NY,  ,,In progress,Yes,,32.99367484556237,-103.64519036567805,  
101672,2024-03-19,2024-05-16,MORTGAGE,Collections,Unknown,N/A,OH,43493, new york ,,TRUE,N/A,45.22322384215223,-99.50333882065591,Unknown
101673,2023-01-02,2023-01-09,student loan,Interest rate,Incorrect information,Unknown,FL,  ,Columbus,,,FALSE,43.319832401847094,-88.85364709146955,Open
101674,2024-01-24,2024-02-23,CREDIT CARD,N/A,Other,Metro Loans,IL,00000,Philadelphia,,Y,Y,35.68435708943954,-87.23909455613638,Unknown
101675,2023-06-14,2023-07-30,Debt  collection,Rewards,Unknown,Acme Bank,Unknown,79354,Columbus,,Y,N/A,-200.0,-107.98617064751082,  
